name,meaning,gender
Karnadev,God of Karna; Lord of Karna,Boy
Karnadhara,One who Holds Others by the Ear; A Leader; Pilot,Boy
Karnail,Winner over Obstacles; One who overcomes all hindrances; Victorious over barriers,Boy
Karnak,"Heart; Has a Sanskrit meaning as ""A chamber of the heart""",Boy
Karnan,Mythological Character; Eldest of the Pandavas; Name of son of Kunti Devi known for his benevolence and righteousness,Boy
Karnandu,A variant of the name Karna who was a mythological character in Indian Epic Mahabharat,Boy
Karnesh,"Lord of Mercy, Compassion, Benevolence and Kindness",Boy
Karnik,Judge; One who is in control;,Boy
Karoon,"A varaint spelling of name Karun which means maker, creator in Sanskrit",Boy
Karpoor,Camphor; A variant spelling is Karpur,Boy
Karpur,Camphor; A variant spelling is Karpoor,Boy
Karsanji,One of many names of Lord Krishna,Boy
Kartaara,The Father; Lord of all creations; A variant spelling is Kartara,Boy
Kartaviya,Responsible; Dutiful; Devoted; Obedient; Compliant in work and duties;,Boy
Kartavya,Responsible; Dutiful; Devoted; Obedient; Compliant in work and duties;,Boy
Karteek,A variant of Karthik; Name of older son of Lord Shiva; One of many names of Lord Muruga; God of War,Boy
Kartheek,Name of Hindu Month; A variant of Karthik; One of many names of Lord Muruga; Bestower of Happiness,Boy
Karthi,A variant of Karthik; Name of older son of Lord Shiva; One of many names of Lord Muruga; God of War,Boy
Karthick,A variant of Karthik; Name of older son of Lord Shiva; One of many names of Lord Muruga; God of War,Boy
Karthik,Name of Hindu Month; A variant of Karthik; One of many names of Lord Muruga; Bestower of Happiness,Boy
Karthika,Name of a Star; Name of Hindu Month; Name of Son of Lord Shiva; God of War; Bestower of Happiness,Boy
Karthikeya,Name of older son of Lord Shiva; One of many names of Lord Muruga; God of War; Bestower of Happiness,Boy
Karthikeyan,Name of older son of Lord Shiva; One of many names of Lord Muruga; Who has been brought up by Krittika,Boy
Kartikay,Name of older son of Lord Shiva; One of many names of Lord Muruga; God of War; Bestower of Happiness,Boy
Kartikey,Name of older son of Lord Shiva; One of many names of Lord Muruga; God of War; Bestower of Happiness,Boy
Kartikka,Name of older son of Lord Shiva; One of many names of Lord Muruga; Who has been brought up by Krittika,Boy
Karumbu,Sugarcane; One who is sweet like sugar,Boy
Karumuri,Name of One of the Months in the Hindu Calendar,Boy
Karun,Compassionate; Kind; Merciful Person; Benevolent; Generous,Boy
Karuna,Kindly; Compassionately; Mercifully; Benevolently; Generously;,Boy
Karunaasaagar,"One whose compassion, mercy, kindness and benevolence is vast like ocean",Boy
Karunal,Compassionate; Kind; Merciful Person; Benevolent; Generous,Boy
Karunamay,Full of Light; Full of Compassion; Full of Mercy; Full of Benevolence; Generous and Kind Being,Boy
Karunamaya,Full of Compassion; Full of Mercy; Full of Benevolence; Generous and Kind Being,Boy
Karunan,Kindness; Compassionate; Merciful; Benevolent; Generous;,Boy
Karunanidh,"Kindly Hearted; One who is benevolent, generous and compassionate in heart",Boy
Karunanidhan,Compassionate; Kind; Merciful Person; One who is rich in benevolence and generosity,Boy
Karunanithi,Charity of Money; One who is compassionate and kind; One who is rich in benevolence and generosity,Boy
Karuny,Compassionate; Kind; Merciful Person; Benevolent; Generous,Boy
Karuppan,One who is Dark; Black is Beautiful; One who is black,Boy
Karuppasamy,God Karuppasamy; A tamil name in which Karupp means black and samy is God,Boy
Karuppia,Lord of Mercy; Lord Karuppasamy; A tamil name in which Karupp means black and samy is God,Boy
Karv,Love; Desire; Feelings; Liking; Finding irresistible; Want,Boy
Karvannan,One of many names of Lord Krishna signifying his dark and beautiful complexion,Boy
Karvira,Oleander tree; A good cow,Boy
Kasar,Lion; One who resembles a roaring animal; In Sanskrit it means Resembling a Lion,Boy
Kasara,Pond,Boy
Kaschith,The Sun; Fire; Bright and Radiant Light,Boy
Kaseesh,One of many names of Lord Shiva,Boy
Kasha,Open Air; Sky; ; In sanskrit it means from the Sky and is referred as The Sun,Boy
Kashaaku,The Sun; Fire; Bright and Radiant Light,Boy
Kashaku,The Sun; Fire; Bright and Radiant Light,Boy
Kashayap,A Sage; An ancient Saint; The priest of Parasurama and Ramachandra,Boy
Kashi,Derived from Sanskrit word Kashi meaning Shining; A Pilgrim city of India with temples of Lord Shiva,Boy
Kashihnu,Derived from Sanskrit word Kashi meaning Shining; Beautiful,Boy
Kashin,Derived from Sanskrit word Kashi meaning Shining; Beautiful,Boy
Kashipati,"Vishwanathan, Lord of Kaashi; One of many names of Lord Shiva; Derived from Sanskrit word Kashi meaning Shining",Boy
Kashmir,A pleasant and a cold place full of snow; Name of a state in Kashmir,Boy
Kashmiri,Name of people of state Kashmir in India,Boy
Kashta,Hard Work; A unit of time in Sanskrit,Boy
Kashu,Light; Lusterous; Luster; It also has a meaning as mist,Boy
Kashyapa,A Sage; An ancient Saint; The priest of Parasurama and Ramachandra,Boy
Kasimani,Pearl of Kasi; One of many names referring Lord Shiva,Boy
Kasimuthu,A Sage and Friend of Pandavas; Pearl of Kasi; One of many names referring Lord Shiva,Boy
Kasin,Pure; Shining; Appearing Like a Conqueror; Dweller of Kasi; Lord Shiva,Boy
Kasinath,Lord of Kashi; One of many names of Lord Shiva; Derived from Sanskrit word Kashi meaning Shining,Boy
Kasinathan,Lord of Kashi; One of many names of Lord Shiva; Derived from Sanskrit word Kashi meaning Shining,Boy
Kasiraj,Lord of Kashi; One of many names of Lord Shiva; Derived from Sanskrit word Kashi meaning Shining,Boy
Kasirama,One who has his abode as Kasi; Living at Kasi; One of many names of Lord Shiva,Boy
Kasisnu,Derived from Sanskrit word Kashi meaning Shining; Beautiful; Brilliant; Radiant,Boy
Kasthure,Musk; Fragrant Material; Scented; Perfumed; A variant form of Kasthuri,Boy
Kasthurirangan,Lord Ranganath; A fragrant flower,Boy
Kastur,Musk; Fragrant Material; Scented; Perfumed; A variant form of Kasthuri,Boy
Kasturiranga,Lord Ranganath; A fragrant flower,Boy
Kasyapa,A variant of name Kashayapa which is name of an ancient Saint,Boy
Kasyn,Kasyn name means He is Chaste,Boy
Kateel,"Name of a temple town in Karnataka; Famous temple of Goddess Durga is situated in Kati""Center"" of the river Nandini",Boy
Kathamuthu,Excellent in understanding and creating stories;,Boy
Kathan,Arth; Understanding; Meaning,Boy
Kathaperumal,One of many names referring to Lord Vishnu,Boy
Kathavarayan,A Tamil God; One of many names referring to Lord Shiva,Boy
Kathir,Ray; Abundant; Copious; Radiance; Brightness; Light,Boy
Kathiravan,The Sun; Fire; Bright and Radiant Light,Boy
Kathiresan,The Sun; Fire; Bright and Radiant Light; Sun Shine,Boy
Kathit,Well Narrated; Well Recited and described; One of many names of Lord Vishnu signifying him as the extrolled,Boy
Kathith,Well Narrated; Well Recited and described; One of many names of Lord Vishnu signifying him as the extrolled,Boy
Kathora,Firm; Hard; Strong;,Boy
Katran,Well Learned; Educated; Knowledgeable; Wise,Boy
Katriyar,An Indian Surname used in various cultures,Boy
Katta,A type of arm named Katta bandook,Boy
Katti,An Indian Surname used in various cultures; In Old Greek it is a Girl's name meaning Pure,Boy
Kaumaara,"Boy, Son; A variant of Kumar which is an epithet of both the Fire God Agni and the War God Skanda",Boy
Kaunteya,"Son of Kunti; One of many names of Arjuna,hero of Indian epic Mahabharat",Boy
Kauravya,Father of Uloopi; A Naga king Father,Boy
Kausha,A variant of name Kaushal which means clever and resourceful,Boy
Kaushalesh,One of many names of Lord Rama; King of Kaushal,Boy
Kausick,A variant of Kaushik which is a gotra of Brahmins,Boy
Kaustuv,A Gem in Lord Vishnu's Breast; An ornament on Lord Vishnu,Boy
Kautuk,To Praise; Wonder; Appealing and appreciable,Boy
Kavach,Armour; One of many names of Karna as he was born wearing a kavach as in armour;,Boy
Kaval,Dark Skinned; Black toned,Boy
Kavalan,Bodyguard; Protector; Guardian; Defender; Safe-guarder,Boy
Kavalesh,One of many names of Lord Vishnu signifying him as protector of universe,Boy
Kavana,Poem; Verse; Poetry,Boy
Kavasa,One of many names of Karna as he was born wearing a kavach as in armour;,Boy
Kaveen,Beautiful Poet; One who is talented in writing poems,Boy
Kaviarasan,King of Poetry; Expert in Poetry; Best of all the Poets,Boy
Kavinesh,Lord of Poets; God of Poetry;,Boy
Kavinra,A Poet; Well-versed Poem Writer,Boy
Kavinyan,A Poet; Well-versed Poem Writer,Boy
Kavir,The Sun; Fire; Bright and Radiant Light,Boy
Kaviraaya,A Wise Man; Poet; Well-versed Poem Writer,Boy
Kavit,Poem; Verse; Poetry,Boy
Kavith,Poet,Boy
Kavyanand,Poetic Enjoyment; One expresses happiness and delight with Poems,Boy
Kavyansh,Intelligent and Born with Poetry; Well-versed Poem writer,Boy
Kawaljit,Singer of Victory,Boy
Kayilainathan,One of many names referring to Lord Shiva representing him as dweller of Mt Kailash,Boy
Kayosh,Rain; Cloud; Rain bearing clouds,Boy
Keaton,Keaton means Place of the Hawks,Boy
Keats,"Keats means Shed Town, mostly used as a surname",Boy
Kedaar,A Field; One of many names of Lord Shiva,Boy
Kedaresh,The name means Lord Siva,Boy
Kedarnath,The name means Lord Siva,Boy
Keddrick,Keddrick means Gifted with Splendor,Boy
Kedem,Kedem means Old and Acient,Boy
Kedhareshvar,Lord of Mount Kedara in Himalayas; One of many names of Lord Shiva,Boy
Kedia,Title; Designation; An Indian Surname used in various cultures,Boy
Kedric,Kedric means Gift of Splendor,Boy
Kedrick,Kedrick means Splendor is Given,Boy
Kedron,Kedron means Shady and Dark,Boy
Keduse,The name means She is a Gift of Splendor,Boy
Keeran,One of many names of Lord Shiva,Boy
Keerat,Fame; Distinction; Recognition; Eminence; Renown,Boy
Keertan,Keertan means Worshiping through a Song,Boy
Keerth,Keeth means From the Woods,Boy
Keerthan,Famous; Holy Song; Divine hymns praising the God,Boy
Keerthimanth,Famous Person; Renowned; Eminent; Distinct; Popular,Boy
Keerthinath,The meaning of the name is He who is very Famous,Boy
Keerthivanth,Famous Man; Renowned; Eminent; Distinct; Popular,Boy
Keertik,Famous Man; Renowned; Eminent; Distinct; Popular,Boy
Keertinath,Famous Person; Renowned; Eminent; Distinct; Popular,Boy
Keethan,Famous; Holy Song; Divine hymns praising the God,Boy
Keeton,Keetion means a Place where Hawks Soar,Boy
Kefir,Kefir means Little Lion,Boy
Keften,It means a chestnut; naughty and nurturing,Boy
Kegan,Descendant Of The Fiery One,Boy
Kegayyan,Descendant Of The Fiery One,Boy
Kehar,"Kehar means Tiger, Lion",Boy
Keharbir,The name means Lion,Boy
Keiji,"Keiji means Respect, Two, or Governs with Discretion",Boy
Keimoni,The ocean of uniqueness or knowledge,Boy
Kelika,Kelika means Strong-Willed,Boy
Kelil,Kelil means Crown,Boy
Kelin,Kelin means Slender Boy,Boy
Kellagh,Kellagh means War,Boy
Kempton,Kempton means Son of the Champion,Boy
Kendell,Kendell means The Valley of the Royals,Boy
Kendric,Kendric means Brave and Fearless Chief,Boy
Kendrick,The name means He is a Brave Leader,Boy
Kendriek,Kendriek means Royal Chieftain,Boy
Kendrix,Kendrix means Royal Leader of the Clan,Boy
Kendryck,"Kendryck means Son of Hary, A Brave Lader of Tribe",Boy
Kendul,Kendul means Chief is Brave,Boy
Kenil,One of many names of Lord Shiva,Boy
Kenit,A Handsome Man; Born of Fire; One of many names of Lord Shiva who is believed to have born from fire,Boy
Keoni,Keone means Young Warrior,Boy
Kerak,Name of an ancient Hindu Warrior,Boy
Kesan,Son of Kesari; Offspring of Kesari; Descendant of Kesari; Kesari means Saffron or Lion,Boy
Kesarinandan,Son of Kesari; Offspring of Kesari; Descendant of Kesari; Kesari means Saffron or Lion,Boy
Kesarisut,Son of Kesari; Offspring of Kesari; Descendant of Kesari; Kesari means Saffron or Lion,Boy
Kesav,One of many names of Lord Vishnu,Boy
Kesavan,One of many names of Lord Vishnu,Boy
Keshab,One of many names of Lord Shri Krishna,Boy
Keshan,Home Sweet Home; One of many names of Lord Shri Krishna; A variant of Keshav,Boy
Keshaw,One of many names of Lord Shri Krishna,Boy
Keshvi,Attachment; Long Beautiful Hair;,Boy
Kesiraju,An Indian Surname used mainly from state of Andhra Pradesh,Boy
Kesu,One of many names of Lord Shri Krishna,Boy
Ketav,One of many names of Lord Vishnu,Boy
Ketubhuta,Having a Symbol; A Banner,Boy
Ketul,Name of Planet Ketu,Boy
Ketumal,Bright; Splendid; Magnificent; Wonderful; Brilliant; Marvellous;,Boy
Kevalkishore,Absolute; Supreme; Ultimate; Complete;,Boy
Kevalkumar,Absolute; Supreme; Ultimate; Complete;,Boy
Kevit,One of many names of Lord Krishna,Boy
Kevlar,A Living God,Boy
Keyur,Armlet; A golden jewellery worn by Lord Krishna on his hand,Boy
Keyura,Armlet; A golden jewellery worn by Lord Krishna on his hand,Boy
Keyush,Armlet; A golden jewellery worn by Lord Krishna on his hand,Boy
Khadga,Sword; Large sacrificial knife; A warrior of Skanda; One of many names of Lord Shiva,Boy
Khadyothan,"Sun; Bright, Brilliant and Radiant Sun",Boy
Khairiya,Charitable; Good; Generous; Benevolent,Boy
Khajith,A variant of Khajit which means Conquering heaven; One of names of Lord Buddha,Boy
Khalsa,The Pure One; Name given by Guru Gobind Singh,Boy
Khamish,One of many names of Lord Shiva,Boy
Khantil,"Brightness, Brilliance and Radiance",Boy
Khathiravan,"Sun; ; Bright, Brilliant and Radiant Sun",Boy
Khatri,A clan of Kshatriya origin; A prominent mercantile community in the Panjab,Boy
Khavand,Master; Leader; Teacher,Boy
Khavish,King of Poets; Lord of Poetry; One of many names of Lord Ganesh,Boy
Khean,"A type of flute, panpipe.",Boy
Khechra,Visit in Sky Anywhere,Boy
Kheemchand,Welfare; Small Boy; Well Being; Benefits; For good and happiness,Boy
Khemera,One from Cambodia.,Boy
Khemprekash,Welfare; Well Being; Benefits; For good and happiness,Boy
Khemraj,Leader; Chief; Ruler for welfare,Boy
Kheshar,Angels; One who will ensure our well being; one who blesses with happiness,Boy
Khian,King of Terror; Ruler of Terror; Emperor,Boy
Khokuna,Boy; Lad; Young man,Boy
Khosal,A surname of clan belonging to the Sarin subgroup of the Khatri community,Boy
Khsitij,Horizon; Born of the earth;,Boy
Khudiram,Name of Ramakrishna Paramhansa's Father,Boy
Khurram,Delightful; Happy; Glad; Cheerful; Joyful; Merry,Boy
Khusal,Delightful; Happy; Glad; Cheerful; Joyful; Merry,Boy
Khushaansh,Happy; Delighted; Glad; Cheerful; Joyful; Merry,Boy
Khushant,Happy; Delighted; Glad; Cheerful; Joyful; Merry,Boy
Khushdil,Blessed with happiness and prosperity; Good fortune and good destiny,Boy
Khushhal,Prosperous; Wealthy; Happy; Cheerful; Joyful; Delighted,Boy
Khushil,Happy; Delighted; Glad; Cheerful; Joyful; Merry,Boy
Khushnaseeb,Of Good Fotune; Good Destiny; Good Luck; Blessed with happiness and prosperity,Boy
Khushnaz,Happy Face; Joyful; Cheerful; Delighted; Merrily,Boy
Khushpreet,"Loving and Delightful; One who loves happiness, delight, cheerfulness and gladness",Boy
Khuswant,Happy; Delighted; Glad; Cheerful; Joyful; Merry,Boy
Kian,"Kian means Archaic, Acient",Boy
Kiash,One of many names of Lord Shiva,Boy
Kichadh,Dirt,Boy
Kinal,"Extremes in fortune, Health and spirituality; One who is blessed with health and happiness",Boy
Kindam,A Rishi in Indian Mythology; A name of an ancient sage,Boy
Kineesh,One of many names of Lord Shri Krishna,Boy
Kinshu,One of many names of Lord Shri Krishna,Boy
Kintesh,One of many names of Lord Shri Krishna,Boy
Kiraat,Hunter; One who always searches or seeks something,Boy
Kirana,Light of Sun; Radiance and brightness of Sun; Brilliance of Sunrays,Boy
Kiranila,The Love Stands Forever in the World; Eternal Love,Boy
Kiranjit,"Victorious like the rays of Sun; Brilliant, Bright and Radiant like Sun",Boy
Kiranmay,"Full of Light; Full of brightness; Brilliance, radiance and luminance",Boy
Kiranraj,King of Sunlight; One who rules over the brightness of Sun,Boy
Kirav,The Sun; Shining Sun,Boy
Kiravra,"Brilliant, Bright and Radiant Light; Shining Sun",Boy
Kireet,One who is crowned; Royalty; From the royal family,Boy
Kirik,Sparkling; Shining; Radiant; Glowing,Boy
Kirisanth,Affection or Love; Kind; Compassionate; Generous,Boy
Kirpal,Kind; Benevolent; Compassionate; Generous,Boy
Kirpan,Crown; Throne; Tiara; A benevolent ruler,Boy
Kirtesh,Popular God; Famous and Celebrated God,Boy
Kirthan,Prayer; Famous; Holy Song; Divine hymns praising the God,Boy
Kirthik,One of many names of God Murugan; A star name and a month name; Nakshatra,Boy
Kirtidev,Lord of Light; Lord of Brilliance; Lord of Radiance,Boy
Kirtidhar,Famous; Celebrated; Renowned; Eminent; Distinct; Popular,Boy
Kirtikumar,Famous; Celebrated; Renowned; Eminent; Distinct; Popular,Boy
Kirtiman,Famous; Celebrated; Renowned; Eminent; Distinct; Popular,Boy
Kirtimay,Famous; Celebrated; Renowned; Eminent; Distinct; Popular,Boy
Kirtinath,Famous Person; Renowned; Eminent; Distinct; Popular; Celebrated,Boy
Kirtit,Famous; Celebrated; Renowned; Eminent; Distinct; Popular,Boy
Kirtita,Famous; Celebrated; Renowned; Eminent; Distinct; Popular,Boy
Kiruthik,One of many names of God Murugan; A star name and a month name; Nakshatra,Boy
Kisan,One of many names of Lord Krishna; Farmer,Boy
Kishalaya,New Leaf; Lotus; Blooming and Gleaming Bud,Boy
Kishen,Lord of Kisan; One of many names of Lord Shri Krishna,Boy
Kishin,One of many names of Lord Krishna;,Boy
Kishlay,New and fresh Leaf; Lotus; Blooming and Gleaming Bud,Boy
Kishlaya,New and fresh Leaf; Lotus; Blooming and Gleaming Bud,Boy
Kishna,One of many names of Lord Krishna;,Boy
Kishorekumar,Young Lad; Youthful; One who is always young in spirit and mind,Boy
Kisna,One of many names of Lord Krishna;,Boy
Kisni,Killer of Enemies; protector; defender from enemies,Boy
Kittu,A Cute Boy; Small young boy; A pet name in Tamil,Boy
Kittur,One of many names of Lord Krishna;,Boy
Kivar,The Sun; Shining Sun; Bright and Brilliant like Sun,Boy
Kiyansh,A Person having all qualities; One who is blessed with all good qualities,Boy
Kodandam,An Indian Surname derived from name Kondanda meaning one who has bow in Sanskrit,Boy
Kodandaram,One of many names of Lord Rama signifying him as Kodanda meaning one who has the Bow in Sanskrit,Boy
Kodumudi,Lord Shiva's Hair; A town name in Tamil Nadu housing temple of Lord Shiva and Lord Vishnu,Boy
Koduri,Its an Indian Surname,Boy
Kohav,Star; Shining like a Star; Brilliant and prominent like a star,Boy
Kohid,A surname of Indian Origin found in various cultures,Boy
Koilraj,King of temples; Ruler or Leader of temples,Boy
Kokil,Nightingale; Cuckoo; One who can sing sweetly,Boy
Komutti,Beloved; Dear; Lovable; Most loved; Close to heart,Boy
Komya,Quick Thinker; Intelligent; Clever,Boy
Konark,The Sun; Shining Sun; Bright and Brilliant like Sun,Boy
Kong-Kea,The big water.,Boy
Koormadhi,Brilliant; Intelligent; Bright; Smart and Clever,Boy
Kosal,Clever or magical.,Boy
Kosalram,One of many names of Lord Ram signifying his greatness and capability,Boy
Koshal,Capable; Proficient; Talented; Competent,Boy
Kostubh,Immortal; Eternal; Forever; Long lived,Boy
Kotapa,Word; Proverb; Sayings; Scriptures,Boy
Kotijit,Conquering Millions; One who has won millions of heart;,Boy
Kour,Princess; A variant spelling of Kaur which is mandatory last name for all baptized female Sikhs,Boy
Koushik,Love and Affection; One who adores and worships; One who is devoted,Boy
Kousik,Sentiment of Love and affection; One of many names of Sage Vishwamitra,Boy
Koustab,Famous Person; Renowned; Eminent; Distinct; Popular; Celebrated,Boy
Kovalum,Silicate; Precious; Valuable; Priceless,Boy
Kovendan,King; King of Kings or Emperor; Chief Leader; Ruler of all,Boy
Kovid,Wise; Astute; Intelligent; Shrewd; Expert; Clever,Boy
Kovida,Wise; Astute; Intelligent; Shrewd; Expert; Clever,Boy
Koviddh,Wise; Astute; Intelligent; Shrewd; Expert; Clever,Boy
Kovider,Wisdom,Boy
Kovidha,Wise; Astute; Intelligent; Shrewd; Expert; Clever,Boy
Kowsik,Thought Full Person; Sentiment of Love and affection; One of many names of Sage Vishwamitra,Boy
Kraanti,Revolution; Uprising; Rebellion; Upheaval,Boy
Kranthi,Light; Revolution; Uprising; Rebellion; Upheaval,Boy
Kratav,"One of many names representing the God Trimurti; Representation of God Shiva, Vishnu and Brahma",Boy
Kratiraj,Designer; One who is skilled in scheming; A plotting Ruler,Boy
Kratu,Vedic Ritual which will inspire and enlight,Boy
Kratubhuj,One who Eats the Sacrificial Oblation; Offering in vedic ritual,Boy
Kriday,One of many names of Lord Krishna,Boy
Krinesh,One of many names of Lord Krishna,Boy
Kripacharya,A teacher who is compassionate and merciful; Name of Drona's Brother in Law,Boy
Kripalu,Compassionate; Merciful; Kind; Generous and Benevolent,Boy
Kripashankar,One who has blessing of Lord Shiva; Having mercy and grace of Lord Shankar,Boy
Krisanu,"Flame, Fire, Light",Boy
Krishan,A variant name of Lord Krishna; It holds a Sanskrit meaning as black or dark,Boy
Krishankanta,A variant name of Lord Krishna; It holds a Sanskrit meaning as black or dark,Boy
Krishanth,A variant name of Lord Krishna; It holds a Sanskrit meaning as black or dark,Boy
Krishay,A variant name of Lord Krishna; It holds a Sanskrit meaning as black or dark; One of many names of Lord Vishnu,Boy
Krishdeep,Light of Lord Krishna; Brightness and Radiance of Lord Shri Krishna,Boy
Krishendu,A variant name of Lord Krishna; It holds a Sanskrit meaning as black or dark,Boy
Krishiv,A combination of Lord Shri Krishna and Lord Shiva,Boy
Krishjeeth,Considered as friend of Lord Krishna; One who is humorous and friendly,Boy
Krishnachand,A variant name of Lord Krishna; It holds a Sanskrit meaning as black or dark,Boy
Krishnadas,One who serves Lord Shri Krishna; A servant of Lord Krishna; A worshiper of Lord Shri Krishna,Boy
Krishnakumar,A variant name of Lord Krishna; It holds a Sanskrit meaning as black or dark,Boy
Krishnala,A variant name of Lord Krishna; It holds a Sanskrit meaning as black or dark,Boy
Krishnam,A variant name of Lord Krishna; It holds a Sanskrit meaning as black or dark,Boy
Krishnamoorti,An idol form of Lord Krishna; An incarnate of Lord Shri Krishna,Boy
Krishnav,New-age form of Krishna Avatara; An incarnate of Lord Shri Krishna,Boy
Krishnaveer,One who is brave and courageous like Lord Shri Krishna,Boy
Krishneel,A variant name of Lord Krishna; It holds a Sanskrit meaning as black or dark,Boy
Krit,Handsome; Famous; Popular; Renowned; Eminent; Distinct;,Boy
Kritagaya,A Grateful Person; Thankful; Appreciative; One who is obliged,Boy
Kritagya,A Grateful Person; Thankful; Appreciative; One who is obliged,Boy
Kriteyu,Immortal; Eternal; Forever; Long lived,Boy
Krithick,Name of Hindu Month; One of many names of Lord Muruga; Bestower of Happiness; God of War,Boy
Krithikesh,Name of Lord Karthikeya; Name of Hindu Month; One of many names of Lord Muruga; Bestower of Happiness,Boy
Krithvik,Always Happy; Joyful; Glad; Delighted; Blessed by Lord Muruga who is considered as bestower of happiness,Boy
Kritik,Well Starred; God's Child;One of many names of Lord Muruga who is considered as bestower of happiness,Boy
Kritivarma,Friend of Lord Krishna; Companion of Lord Krishna,Boy
Kritsnavidh,Omniscient; All knowing; All Wise; All Seeing,Boy
Kritya,Achievement; Triumph; Success; Feat; Accomplishment,Boy
Krivam,Sun; A name which represents the combined form of Lord Krishna (Kri) and Lord Shiva's (Vam from Shivam),Boy
Kriyansh,A modern name variant of name Krishna; A representation of name of Lord Shri Krishna,Boy
Kriyavidhi,Method of doing; A rule of action; A law of deed,Boy
Krrish,A representation of name of God Krishna; A variant short form of Krishna,Boy
Krush,Happy; Delighted; Glad; A representation of name of Lord Krishna,Boy
Krushan,"Gold; One who is happy, delighted, joyful and glad",Boy
Kruthik,Name of a Nakshatra; Name of Hindu Month; One of many names of Lord Muruga; Bestower of Happiness;,Boy
Kruttika,Peacock; Animal used by Lord Muruga; Name of Star or Hindu Month,Boy
Kshamasheel,He who forgives; One who absolves; Exonerate; Pardon; Excuse,Boy
Kshapesh,"The Moon; Lord of the Night; Bright, Radiant and Luminant Moon",Boy
Kshatriya,Royal Warrior; Soldier; Fighter; Defender; One who fights to protect the clan,Boy
Kshemandhar,Name of a Manu in Jain Mythology; Lord of Welfare and prosperity,Boy
Kshemendra,Lord of Welfare; Lord of richness; God of prosperity,Boy
Kshira,"Moon; Lotus; Conch Shell; Bright, Radiant and Brilliant Moon or like Lotus",Boy
Kshirodprasad,Prasadam of Lord Krishna; A blessing of Lord Krishna; One who is offered by Lord Krishna,Boy
Kshiteendra,A King; Ruler; Emperor; Chief; Leader,Boy
Kshithij,Point where the Sky and Sea Appears to Meet; Horizon; A variant spelling is Kshitiz,Boy
Kshitipal,A King; Ruler; Emperor; Chief; Leader,Boy
Kshitish,King of God; God of God's; Ruler of God; Emperor of God,Boy
Kshitiz,Point where the Sky and Sea Appears to Meet; Horizon; A variant spelling is Kshithij,Boy
Kuberchand,God of Wealth; God of Prosperity; God of Richness; God of Sampanth,Boy
Kubernath,God of Wealth; God of Prosperity; God of Richness; God of Sampanth,Boy
Kudrat,Nature; Life;,Boy
Kuhaan,Well Organised Men; Controlled; Ordered; One who is well prepared,Boy
Kujapa,One whose protector is Mars; One whose defender is Mars,Boy
Kuladeva,God; Family God; God of the clan; God of the Kul,Boy
Kularanjan,Star of Family; Star of the clan; Star of the Kul,Boy
Kulbhooshan,Brings honour to the Family; Brings pride to the clan or Kul,Boy
Kulbhushan,Ornament of Family; Precious jewel to the clan or Kul,Boy
Kuldeepa,Lamp of Family; Light of the clan; Brightness and Radiance of the Kul,Boy
Kuleswar,God; Family God; God of the clan; God of the Kul,Boy
Kulik,Well Born; Born in a good Clan; Well Born in good Kul; From Good Family,Boy
Kulin,A Person Born in a Royal Family; Born in a good Clan; Well Born in good Kul,Boy
Kuljesh,"A modern name and means from savior of the Kul, Salvation of the Clan",Boy
Kulluka,Land covered with High Mountains; Land of the Clan; Land belonging to Kul,Boy
Kumaar,Boy; Son; Offspring; Descendant; Child,Boy
Kumanan,Name of a Charitable Prince,Boy
Kumaran,One of man names of Lord Muraga; Son of Lord Shiva; Young and Youthful,Boy
Kumarappan,One of man names of Lord Muraga; Son of Lord Shiva; Young and Youthful,Boy
Kumaravel,One of man names of Lord Muraga; Son of Lord Shiva; Young and Youthful,Boy
Kumarpal,A Jain King of Medieval Gujarat; Disciple of Hemchandra; Raja ka Palak,Boy
Kumbh,Name of a Rashi; A variant of Kumbha meaning Pot or Pitcher which had the immortal nectar,Boy
Kumbla,Lord of Youth; Immortal Lord; Eternal God,Boy
Kumur,Prince; Heir to thrown; Royal Descendant,Boy
Kuna,One of many names of Lord Vishnu,Boy
Kunaal,"Son of King Ashoka; A variant of Kunal which means Lotus, One with beautiful eyes; Golden",Boy
Kunavaan,One with good qualities; A variant spelling is Gunavaan,Boy
Kundana,Pure; One with good qualities; Flawless,Boy
Kundir,Strong; Courageous; Mighty; Powerful,Boy
Kunik,Name of a minister of Dhritharastra,Boy
Kunja,Grove of Trees; In Sanskrit it means thicket,Boy
Kunjabihari,One of many names of Lord Krishna signifying his liking for the wild green forest,Boy
Kunna,Good Hindu; Pure; One with good qualities,Boy
Kuntibhoja,Bearer of Spears; Name of adoptive father of Kunti in the Indian Epic Mahabharat,Boy
Kupaya,Please; Request; Something that was asked for; A demand; Wished For,Boy
Kuppa,Attitude; Outlook; Feelings; Thoughts;,Boy
Kuppu,Prince; Heir to thrown; Royal Descendant,Boy
Kuppuswamy,Lord of Anger; Lord of feelings; Lord of thoughts,Boy
Kuresh,A modern name which has no meaning as such,Boy
Kurmi,Name of a Hindu caste; Derived from Sanskrit word Krishi meaning cultivation,Boy
Kurumuni,A Tamil name which is one of many names of Agathiyan; Virtuous Person; Puritan,Boy
Kurupath,A surname of Indian Origin; Mainly found in state of Kerala,Boy
Kuruvilla,Unconquerable; Invincible; Unbeatable; Indestructible,Boy
Kuselar,Lord of Welfare; Lord of richness; God of prosperity,Boy
